CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT,COMM_METHOD,COMMISSION,REP_DESC_CLEAN,REP_GROUP,PARAMETER,REGION_DESC,PROVINCE,CCAT_DESC,CCAT_GROUP
CHAK01,20,25a,ZZZ4,0,120,0,0,,,,,,,,,
CHAK02,20,25a,ZZZ4,0,120,0,2500,,,,,,,,,
CJAO01,30,7a,05,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
CKDO01,36,7c,05,0,120,0,10000,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
CKOH01,21,25b,ZZZ5,0,120,0,1500,,,,,,,,,
CKOK02,18,4a,07C,0,120,0,7500,Sales,0.5,LA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
CKOKOC,5,20a,CONS7,0,30,0,999999,Sales,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
CLOH01,16,1c,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Pretoria East,Gauteng,,
CLOK01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
CMAK01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
CMCU01,16,1c,03,0,120,0,4000,Sales,0.5,BJ,Sales Rep,,Pretoria East,Gauteng,,
CNIBCO,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
CNIC01,21,25b,ZZZ5,0,120,0,0,,,,,,,,,
CNIH01,21,25b,ZZZ5,0,120,0,25000,,,,,,,,,
CNIH02,5,20a,XX,0,120,0,25000,Gross Profit,0.0,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
CNIHC1,5,20a,XX,0,30,0,999999,Gross Profit,0.0,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
CNIHCO,5,20a,CONS,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotion,,,Consignment,Channel: Consignment
CNIHOC,5,20a,CONS,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
COCH01,21,25b,ZZZ5,0,120,0,10000,,,,,,,,,
COCH02,21,25b,ZZZ5,0,120,0,10000,,,,,,,,,
COCH03,21,25b,ZZZ5,0,120,0,10000,,,,,,,,,
COCH04,21,25b,ZZZ5,0,120,0,10000,,,,,,,,,
COCH05,21,25b,ZZZ5,0,120,0,2500,,,,,,,,,
COCH06,40,6b,04,0,120,0,50000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
COCHC2,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
COCHC3,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
COCHC4,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
COCHC5,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotion,,,Consignment,Channel: Consignment
COCHCO,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
COCHOC,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
COCU01,32,7b,05,0,30,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
CPAEOC,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
CRIH01,47,2c,03,0,120,0,4000,Sales,0.5,BJ,Sales Rep,,Potch / Krugersdorp / Kuruman,North West,,
CROO01,29,5a,01EXP,0,120,0,500,Gross Profit,0.5,EXPORTS,Channel: Export,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
CSAK01,32,7b,05,0,120,0,3000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
CSOEX1,5,20a,01,0,120,0,999999,Sales,0.0,HEAD OFFICE,Internal Sales,,,,Consignment,Channel: Consignment
CSOI01,21,25b,ZZZ,0,120,0,999999,,,,,,,,,
CSPEN1,5,20a,CON3S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
CSPEN1,5,20a,CON3S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
CSPENT,5,20a,CONS3,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
CTEH01,14,3b,06,0,120,0,3000,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
CTIK01,45,2a,06,0,30,0,2000,Sales,0.0,DA,Sales Rep,,Vaal Triangle,Gauteng,,
CVIT01,49,10a,02,0,120,0,2500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
CWEK01,40,6b,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
CZOC01,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
DANE02,49,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
DBEW01,21,25b,ZZZ,0,120,0,4000,,,,,Closed,,,,
DBID01,39,6a,04,0,120,0,2500,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
DBOE01,43,3a,05,0,120,0,20000,Sales,0.5,RL,Sales Rep,,Soweto/Lenasia,Gauteng,,
DBOEC1,5,20a,CON5S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DBOEC1,5,20a,CON5S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
DBUG01,39,6a,04,0,120,5,2500,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
DBUG02,21,25b,ZZZ5,0,120,5,3000,,,,,Closed,,,,
DBUG03,37,11a,03,0,30,0,999999,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
DDAAC1,6,21a,01,0,120,0,999999,Sales,0.0,HEAD OFFICE,Internal Sales,Promotion,,,Advertising Appro,Internal: Advertising
DDAAOC,6,21a,01,0,30,0,20000,Sales,0.0,HEAD OFFICE,Internal Sales,Consignment,,,Advertising Appro,Internal: Advertising
DDIA01,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
DELO01,4,1b,03,0,120,0,2500,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
DHAD01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
DHYR01,30,7a,05C,0,120,0,999999,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
DHYRC1,5,20a,CON5S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DHYRC1,5,20a,CON5S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
DHYRC2,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DHYRC3,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DHYRC3,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
DHYRC4,5,20a,CON5S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DHYRC4,5,20a,CON5S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
DHYRC5,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
DHYRC6,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DINE01,39,6a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
DINE02,32,7b,05,0,120,0,1500,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
DINU01,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
DINU02,14,3b,06,0,120,0,999999,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
DJAA01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
DJAA02,43,3a,07,0,30,0,2500,Sales,0.0,LA,Sales Rep,,Soweto/Lenasia,Gauteng,,
DJAE01,21,25b,ZZZ5,0,120,0,0,,,,,,,,,
DJAE02,41,10a,02,0,30,0,1000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
DJAEOC,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
DJUE01,31,8a,06,0,120,0,20000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
DKOA01,30,7a,05,0,120,0,10000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
DLEW01,37,11a,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
DLEW02,2,1a,03,0,120,0,8000,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
DLEW03,34,1e,03,0,60,0,999999,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
DLEWC1,5,20a,CON3S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
DMAA01,20,25a,CITC,0,120,0,5000,Sales,0.5,,Unclassified_Missing_Data,,,,,
DMAH01,43,3a,06,9,120,0,5000,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
DMAI01,43,3a,06,0,120,0,1500,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
DMAI02,2,1a,03,0,60,0,999999,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
DMAZ01,18,4a,06,0,120,0,1000,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
DMCO01,47,2c,06,0,120,0,10000,Sales,0.0,DA,Sales Rep,,Potch / Krugersdorp / Kuruman,North West,,
DMCOC1,5,20a,PROMO,0,30,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
DMCOC2,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DMCOC2,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
DMEF01,2,1a,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
DMEI01,36,7c,05C,0,120,0,5000,Sales,0.5,RL,Sales Rep,Trading Account,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
DMEI02,21,25b,ZZZ5,0,120,0,2500,,,,,,,,,
DMEI03,2,1a,03,0,120,0,1500,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
DMEI04,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
DMEI05,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
DMEI06,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
DMEI07,2,1a,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
DMEI08,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
DMEI09,21,25b,ZZZ5,0,120,0,1000,,,,,Closed,,,,
DMEI11,37,11a,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
DMEI12,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
DMEI13,29,5a,06,0,120,0,999999,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
DMEIC1,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DMEIC1,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
DMEIC2,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
DMEIOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
DMIR01,36,7c,05,0,120,0,0,Sales,0.5,RL,Sales Rep,Trading Account,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
DMIRC1,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
DMIROC,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
DMOE02,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
DMOI01,43,3a,06,0,120,0,0,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
DMOI02,19,4b,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
DMOI03,46,2b,03,0,120,0,2500,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
DMOI04,30,7a,05,0,60,0,999999,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
DMUA01,19,4b,03,0,120,0,1500,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
DNAE01,21,25b,04,0,120,0,500,Sales,0.5,BM,Sales Rep,,,,,
DOUS01,39,6a,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
DPAA01,21,25b,ZZZ5,0,120,0,1500,,,,,,,,,
DPAA02,49,10a,02,0,120,0,1500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
DRAU01,39,6a,02,0,120,0,20000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
DRAU02,21,25b,ZZZ5,0,120,0,10000,,,,,,,,,
DRAUOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DRED01,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
DRED02,41,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
DREDOC,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DREDOC,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotion,,,Consignment,Channel: Consignment
DREE01,40,6b,04,0,120,0,1500,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
DSAI01,16,1c,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Pretoria East,Gauteng,,
DSEGOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,,,,Consignment,Channel: Consignment
DSEI01,43,3a,06,0,30,0,3000,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
DSIN01,36,7c,05,0,120,0,1000,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
DSWE01,30,7a,05,0,120,0,10000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
DVIA01,47,2c,06C,0,120,0,1000,Sales,0.5,DA,Sales Rep,Trading Account,Potch / Krugersdorp / Kuruman,North West,,
DVIAC1,5,20a,CON6S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
DVIAOC,5,20a,CONS6,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
DVIE01,21,25b,CAT03,0,120,0,1000,Sales,0.5,CATALOGUE,Channel: Catalogue,Closed,,,,
DVOA01,21,25b,ZZZ5,0,120,0,10000,,,,,,,,,
DVOAC1,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
DVOAOC,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
DWAE02,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
DWAE03,25,11b,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
DWAE04,14,3b,06,0,120,0,6000,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
EACO01,29,5a,06,0,30,0,999999,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
EALX01,39,6a,02,0,120,0,20000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
EALX03,36,7c,05C,0,120,0,0,Sales,0.5,RL,Sales Rep,Trading Account,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
EALXC1,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
EALXC2,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
EALXC2,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
EALXOC,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
EAME01,42,10b,02,0,120,0,1000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
EAMR01,1,9a,01N,0,120,0,999999,,,,,,,,House accounts,Internal: House Account
EBHK01,2,1a,03,0,120,0,999999,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
EBHK02,4,1b,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
EBLC01,21,25b,ZZZ5,0,120,0,6000,,,,,Closed,,,,
EBLW01,21,25b,ZZZ5,0,120,0,1000,,,,,Closed,,,,
EBLW02,21,25b,ZZZ5,0,120,0,1000,,,,,Closed,,,,
EBRE01,21,25b,ZZZ5,0,120,5,999999,,,,,Closed,,,,
EBRE02,2,1a,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
EBRNDS,12,21b,SAMPL,0,120,0,999999,,,,,,,,samples,Internal: Sample
EBRW01,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
ECHC01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
ECHS01,21,25b,ZZZ5,0,120,0,999999,,,,,,,,,
ECHT01,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
ECHT02,49,10a,02,0,120,0,500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
ECHT03,41,10a,02,0,120,0,1000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
ECHT04,49,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
ECHT05,39,6a,02,0,120,0,4000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
ECHT06,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ECHTCO,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ECLA01,41,10a,02,0,120,0,10000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
ECLA02,40,6b,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ECLA03,21,25b,ZZZ5,0,120,0,999999,,,,,,,,,
ECLA04,40,6b,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ECLA05,41,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
ECOT01,21,25b,ZZZ5,0,120,0,1000,,,,,Closed,,,,
ECOT02,19,4b,03,0,120,0,1500,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
ECOT03,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
ECOT04,47,2c,06C,0,120,0,5000,Sales,0.5,DA,Sales Rep,,Potch / Krugersdorp / Kuruman,North West,,
ECOTOC,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ECRS01,32,7b,05,0,120,0,1500,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
ECRW01,21,25b,ZZZ5,0,120,0,5000,,,,,Closed,,,,
ECRWC1,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
ECRWOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
EDIPOC,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
EDIRRE,5,20a,CONS,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
EEDN01,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
EEVR01,21,25b,ZZZ5,0,120,0,50000,,,,,,,,,
EEVR02,45,2a,06,0,120,0,3500,Sales,0.0,DA,Sales Rep,,Vaal Triangle,Gauteng,,
EEYB01,46,2b,07C,0,120,0,7500,Sales,0.5,LA,Sales Rep,Trading Account,Krugersdorp / Sun City,North West,,
EEYB02,33,1d,03,0,60,0,999999,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
EEYBC1,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
EEYBOC,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
EEYC01,21,25b,ZZZ5,0,120,0,999999,,,,,,,,,
EEYC02,29,5a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
EEYC03,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
EEYC04,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
EEYCC2,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
EEYCC3,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
EEYCC4,5,20a,CON10,0,120,0,999999,Sales,0.5,BA_CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
EEYCC5,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
EEYCC6,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
EEYCOC,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
EEYD01,21,25b,ZZZ5,0,120,0,500,,,,,Closed,,,,
EEYD02,40,6b,04,0,120,0,1500,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
EEYD03,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
EEYD04,32,7b,05,0,120,0,7500,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
EEYE01,31,8a,06,0,120,0,500,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
EEYE02,29,5a,06,0,120,0,24500,Sales,0.0,DA,Sales Rep,Trading Account,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
EEYEXC,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
EEYL01,42,10b,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
EEYL02,21,25b,ZZZ5,0,120,0,75000,,,,,,,,,
EEYL03,14,3b,06,0,120,0,3000,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
EEYL04,21,25b,ZZZ5,0,120,0,2500,,,,,,,,,
EEYL05,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
EEYL06,31,8a,06,0,60,0,999999,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
EEYLOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
EEYLOC,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
EEYO01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
EEYP02,4,1b,03,0,120,0,200000,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
EEYPC1,5,20a,CONS,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
EEYPC2,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
EEYPOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,,,,Consignment,Channel: Consignment
EEYPRF,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
EEYPRF,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
EEYQ01,21,25b,ZZZ1,0,120,0,1000,,,,,,,,,
EEYS01,49,10a,02,0,120,0,500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
EEYS02,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
EEYS03,32,7b,05,0,120,0,3000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
EEYS04,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
EEYS05,32,7b,05,0,120,0,2000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
EEYS06,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
EEYS07,21,25b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,,,,
EEYS08,20,25a,ZZZ3,0,120,0,3000,,,,,,,,,
EEYS09,21,25b,ZZZ,0,120,0,500,,,,,,,,,
EEYS10,42,10b,02,0,120,0,4000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
EEYS12,21,25b,ZZZ1,0,120,0,0,,,,,,,,,
EEYS13,21,25b,ZZZ5,0,120,0,7500,,,,,,,,,
EEYS14,36,7c,05C,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
EEYS15,25,11b,06,0,120,0,999999,Sales,0.0,DA,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
EEYT01,21,25b,ZZZ1,0,120,0,0,,,,,,,,,
EEYT02,32,7b,05,0,120,0,1000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
EEYT03,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
EEYT04,39,6a,ZZZ5,0,120,0,3000,,,,,,East Cape,Eastern Cape,,
