CUSTOMER_NUMBER,FIN_PERIOD,DEPOSIT_DATE,DEPOSIT_REF,BANK_AMT,DISCOUNT,TOT_PAYMENT
RKAE01,201905,2019-07-05,DD05-005,-6000.0,0,-6000
RKAE01,201905,2019-07-22,DD05-014,-5000.0,0,-5000
RKAE01,201906,2019-08-12,DD06-005,-2000.0,0,-2000
RKAE01,201906,2019-08-23,DD06-011,-1500.0,0,-1500
RKAE01,201907,2019-09-10,DD07-003,-2000.0,0,-2000
RKAE01,201907,2019-09-20,DD07-008,-1500.0,0,-1500
RKAE01,201907,2019-09-23,DD07-009,-1500.0,0,-1500
RKAE01,201908,2019-10-09,DD08-004,-1500.0,0,-1500
RKAE01,201908,2019-10-18,DD08-009,-1500.0,0,-1500
RKEL01,201905,2019-07-31,DB05-221,-178.69,-9,-178
RLEO04,201904,2019-06-13,DB04-060,-2330.06,-87,-2330
RLEO06,201909,2019-11-21,DB09-116,-6092.18,-870,-6092
RLEO06,202011,2020-01-29,DD11-012,-100.66,0,-100
RMAA01,201903,2019-05-27,DB03-157,-1000.0,0,-1000
RMAA01,201904,2019-06-27,DB04-156,-1000.0,0,-1000
RMAA01,201907,2019-09-27,DD07-010,-751.3,0,-751
RMAA01,202011,2020-01-16,DB11-048,-751.3,0,-751
RMAA03,201903,2019-05-14,DB03-067,-5500.0,0,-5500
RMAA03,201905,2019-07-09,DD05-006,-5000.0,0,-5000
RMAA03,201905,2019-07-15,DD05-010,-6000.0,0,-6000
RMAA03,201907,2019-09-11,DD07-004,-2500.0,0,-2500
RMAA03,201908,2019-10-10,DB08-067,-2500.0,0,-2500
RMAA03,201909,2019-11-11,DD09-006,-1957.16,0,-1957
RMAA03,202011,2020-01-08,DB11-021,-1635.9,0,-1635
RMAB02,201905,2019-07-31,DD05-019,-4834.1,0,-4834
RMAE01,201907,2019-09-12,DD07-005,-120.37,-6,-120
RMAE01,201909,2019-11-21,DD09-014,-776.79,0,-776
RMAE01,201910,2019-12-17,DD10-007,-181.67,0,-181
RMAI01,201903,2019-05-24,DD03-015,-2636.8,0,-2636
RMAI01,201904,2019-06-21,DD04-011,-2636.8,0,-2636
RMAI01,201905,2019-07-26,DD05-017,-5273.6,0,-5272
RMAI01,201906,2019-08-26,DB06-129,-650.0,0,-650
RMAI01,201908,2019-10-21,DB08-125,-500.0,0,-500
RMAI01,201909,2019-11-18,DB09-091,-989.6,0,-989
RMAT02,201903,2019-05-17,DB03-100,-162.45,-8,-162
RMAT02,202011,2020-01-27,DB11-134,-97.5,-10,-97
RMEC01,202011,2020-01-24,DD11-010,-1288.2,0,-1288
RMOO01,201903,2019-05-15,DD03-010,-5493.28,0,-5493
RMOO01,201905,2019-07-12,DD05-009,-10000.0,0,-10000
RNOK01,201903,2019-05-14,DB03-076,-444.97,-62,-444
RNOT03,202011,2020-01-22,DB11-084,-140.79,0,-140
RNOT04,201904,2019-06-13,DD04-007,0.0,-940,0
RNOT04,201907,2019-09-06,DB07-041,-5853.32,0,-5853
RNOT04,201908,2019-10-15,DB08-100,-1752.46,0,-1752
RNOT04,201910,2019-12-11,DB10-047,-3478.14,-386,-3478
RNUD01,201904,2019-06-13,DD04-009,-492.76,-25,-492
RNUD01,201908,2019-10-16,DD08-008,-655.21,-34,-655
RPAK01,201903,2019-05-23,DD03-014,-126.71,-6,-126
RPAK02,201907,2019-09-10,DB07-061,-993.0,0,-993
RPAK04,201904,2019-06-25,DD04-012,-820.8,0,-820
RPAM01,201903,2019-05-13,DB03-056,-564.3,0,-564
RPAM01,201904,2019-06-06,DB04-032,-39.9,0,-39
RPAM01,201908,2019-10-24,DB08-165,-362.4,0,-362
RPAM03,201903,2019-05-17,DB03-106,-4500.0,0,-4500
RPAM03,201906,2019-08-05,DD06-002,-7283.29,0,-7283
RPAM03,201906,2019-08-30,DD06-014,-7283.29,0,-7283
RPAM03,201908,2019-10-11,DB08-079,-4230.77,-340,-4230
RPAM03,202011,2020-01-14,DB11-110,-4875.0,-125,-4875
RPES01,201908,2019-10-09,DD08-004,-1250.0,0,-1250
RPES01,201910,2019-12-02,DD10-001,-2964.0,0,-2964
RPES01,202011,2020-01-06,DD11-001,-2964.0,0,-2964
RPES01,202011,2020-01-30,DD11-013,-2964.0,0,-2964
RPEU01,201910,2019-12-04,DD10-002,-1005.31,-49,-1005
RSAD01,201903,2019-05-17,DB03-109,-1112.1,0,-1112
RSAD01,201906,2019-08-13,DB06-054,-7409.84,-583,-7409
RSPI01,201903,2019-05-17,DD03-011,-797.32,-183,-797
RSPI01,201905,2019-07-17,DD05-012,0.0,-86,0
RSPI01,202011,2020-01-31,DB11-187,-177.56,-4,-177
RSTA03,201903,2019-05-23,DB03-144,-17.19,-2,-17
RSTA03,201906,2019-08-02,DB06-019,-334.56,-34,-334
RSTA04,201904,2019-06-25,DB04-128,-10959.96,-701,-10959
RTOG01,201903,2019-05-16,DB03-096,-3693.6,0,-3693
RTOG01,201905,2019-07-23,DB05-169,-228.0,0,-228
RTOG05,201903,2019-05-21,DB03-123,-961.02,0,-961
RTOG05,201904,2019-06-20,DB04-106,-161.88,0,-161
RTOG05,201905,2019-07-22,DB05-161,-296.4,0,-296
RTOG06,201904,2019-06-03,DD04-001,-230.42,-48,-230
RTOG06,201910,2019-12-04,DD10-002,-616.03,-130,-616
RTOG07,201910,2019-12-13,DB12-070,-210.33,0,-210
RTOG09,201903,2019-05-24,DD03-015,-4129.46,0,-4129
RTOG09,201904,2019-06-07,DD04-004,-4129.46,0,-4129
RTOG09,201904,2019-06-13,DD04-008,-4129.46,0,-4129
RTOG09,201904,2019-06-21,DD04-011,-4129.46,0,-4129
RTOG09,201905,2019-07-12,DD05-009,-8259.92,0,-8258
RTOG09,201905,2019-07-18,DD05-013,-11404.66,0,-11404
RTOG09,201909,2019-11-01,DD09-001,-2725.19,0,-2725
RTOG09,201909,2019-11-15,DD09-010,-2725.19,0,-2725
RTOG09,201909,2019-11-18,DB09-096,-872.04,0,-872
RTOG09,201910,2019-12-02,DD10-001,-2725.19,0,-2725
RTOG09,202011,2020-01-06,DD11-001,-2725.19,0,-2725
RTOG09,202011,2020-01-16,DB11-053,-5000.0,0,-5000
RTOG11,201904,2019-06-28,DB04-164,-6027.76,-2008,-6026
RTOG11,201908,2019-10-30,DB08-199,-405.27,-45,-405
RTOG11,202011,2020-01-28,DB11-138,-5437.8,-615,-5437
RTOG12,201904,2019-06-07,DB04-038,-10000.0,0,-10000
RTOG12,201905,2019-07-02,DB05-025,-20000.0,0,-20000
RTOG12,202011,2020-01-06,DD11-001,-8341.47,0,-8341
RTOG17,201909,2019-11-04,DB09-012,-3000.0,0,-3000
RTOG17,201910,2019-12-12,DB12-053,-864.0,0,-864
RTOG17,202011,2020-01-24,DB11-117,-2000.0,0,-2000
RTOG18,201908,2019-10-16,DB08-112,-702.81,-123,-702
RTOG18,201908,2019-10-29,DB08-188,-2929.23,-325,-2929
RTOG18,202011,2020-01-31,DB11-179,-780.9,0,-780
RTOG19,201904,2019-06-07,DD04-004,0.0,-1255,0
RTOG19,201908,2019-10-31,DB08-218,-17.1,0,-17
RUNO01,201907,2019-09-02,DD07-001,-820.8,0,-820
RUNO01,201908,2019-10-07,DD08-003,-820.8,-5,-820
RUNO01,201909,2019-11-11,DD09-006,-826.44,0,-826
RVAI01,201905,2019-07-16,DB05-124,-200.0,0,-200
RVAI01,201906,2019-08-28,DB06-157,-100.0,0,-100
RVAI01,201907,2019-09-19,DB07-127,-100.0,0,-100
RVAI01,201910,2019-12-04,DB10-026,-100.0,0,-100
RVAI01,201910,2019-12-20,DB10-131,-100.0,0,-100
RVES01,201903,2019-05-27,DD03-016,0.0,-367,0
RVOS02,201904,2019-06-05,DB04-019,-649.8,0,-649
SABO01,201905,2019-07-16,DB05-114,-108.3,0,-108
SABO01,202011,2020-01-15,DB11-044,-2128.77,0,-2128
SASO03,201904,2019-06-10,DB04-045,-2416.8,-447,-2416
SASO03,201905,2019-07-05,DB05-044,-2378.52,0,-2378
SASO03,201906,2019-08-28,DB06-161,-3397.2,0,-3397
SASO03,201907,2019-09-23,DB07-149,-2463.46,0,-2463
SASO03,201909,2019-11-11,DB09-046,-574.82,0,-574
SASO03,201910,2019-12-12,DB12-062,-4931.89,0,-4931
SASO03,202011,2020-01-28,DB11-151,-3099.12,0,-3099
SBET01,201904,2019-06-10,DD04-005,-164.62,-8,-164
SBIM01,201908,2019-10-22,DB08-135,-683.29,0,-683
SCAH01,201906,2019-08-01,DB06-001,-30.1,0,-30
SCAH01,201906,2019-08-01,DB06-002,-1056.69,-120,-1056
SCAH01,201906,2019-08-01,DB06-003,-9850.07,0,-9850
SCAH01,201906,2019-08-01,DB06-012,-2465.53,-352,-2465
SCAH01,201906,2019-08-05,1-Aug,-35970.0,0,-35970
SCAH01,201906,2019-08-05,2-Aug,-36790.0,0,-36790
SCAH01,201906,2019-08-05,3-Aug,-480.0,0,-480
SCAH01,201906,2019-08-05,DB06-024,-1756.35,-250,-1756
SCAH01,201906,2019-08-05,DD06-002,-3347.61,0,-3347
SCAH01,201906,2019-08-06,DD06-004,-1590.53,0,-1590
SCAH01,201906,2019-08-07,DB06-034,-1275.26,-141,-1275
SCAH01,201906,2019-08-21,DD06-009,-2523.34,0,-2523
SCAH01,201906,2019-08-27,DB06-151,-1361.45,-151,-1361
SCAH01,201906,2019-08-29,DB06-163,-1604.69,-178,-1604
SCAH01,201906,2019-08-30,DB06-188,0.0,-318,0
SCAH01,201907,2019-09-04,DB07-019,-546.63,-78,-546
SCAH01,201907,2019-09-07,DB07-051,0.0,-70,0
SCAH01,201907,2019-09-09,DB07-055,-658.44,-73,-658
SCAH01,201907,2019-09-10,DB07-060,-3722.0,-532,-3722
SCAH01,201907,2019-09-10,DD07-003,-4892.69,-698,-4892
SCAH01,201907,2019-09-12,DB06-004,0.0,-91,0
SCAH01,201907,2019-09-12,DB06-136,0.0,-42,0
SCAH01,201907,2019-09-28,DB07-181,-855.85,-122,-855
SCAH01,201908,2019-10-22,DD08-011,0.0,-682,0
SCAH01,201910,2019-12-21,DD10-010,-906.3,0,-906
SCAH02,201810,2018-12-10,DB10-067,-655.22,0,0
SCAH02,201810,2018-12-10,DD10-005,-447.53,0,0
SCAH02,201903,2019-05-09,DD03-006,-2800.0,0,-2800
SCAH02,201903,2019-05-13,DD03-008,-245.78,0,-245
SCAH02,201903,2019-05-14,DD03-009,-1943.7,0,-1943
SCAH02,201903,2019-05-21,DD03-013,-369.79,0,-369
SCAH02,201903,2019-05-23,DD03-014,-780.9,0,-780
SCAH02,201903,2019-05-24,DD03-015,-250.0,0,-250
SCAH02,201903,2019-05-28,DD03-017,-392.0,0,-392
SCAH02,201903,2019-05-30,DB03-186,-3500.0,0,-3500
SCAH02,201903,2019-05-30,DB03-187,-21094.5,0,-21094
SCAH02,201903,2019-05-30,DD03-019,-450.0,0,-450
SCAH02,201903,2019-05-31,DD03-020,-12480.0,-1747,-12480
SCAH02,201904,2019-06-07,DB04-039,-36400.0,0,-36400
SCAH02,201904,2019-06-07,DD04-004,-860.7,0,-860
SCAH02,201904,2019-06-25,DD04-012,-1004.63,0,-1004
SCAH02,201904,2019-06-26,DB04-138,-183.2,-4,-183
SCAH02,201904,2019-06-27,DB04-166,-330.3,0,-330
SCAH02,201904,2019-06-30,1-Jun,-449519.74,0,-449519
SCAH02,201904,2019-06-30,2-Jun,-18660.2,0,-18660
SCAH02,201904,2019-06-30,3-Jun,-108731.23,0,-108731
SCAH02,201904,2019-06-30,4-Jun,-40185.32,0,-40185
SCAH02,201905,2019-07-01,DB05-015,-228.86,-270,-228
SCAH02,201905,2019-07-01,DD05-001,-3470.98,0,-3470
SCAH02,201905,2019-07-02,DD05-002,-7320.16,0,-7320
SCAH02,201905,2019-07-04,DD05-004,-1886.0,0,-1886
SCAH02,201905,2019-07-05,DB05-047,-6020.2,0,-6020
SCAH02,201905,2019-07-05,DB05-049,-62020.02,0,-62020
SCAH02,201905,2019-07-05,DD05-005,-1400.0,0,-1398
SCAH02,201905,2019-07-06,DB05-050,-1694.42,-194,-1694
SCAH02,201905,2019-07-11,DB05-071,-1753.92,-200,-1752
SCAH02,201905,2019-07-11,DD05-008,-16139.56,-2304,-16138
SCAH02,201905,2019-07-16,DD05-011,-10020.2,0,-10020
SCAH02,201905,2019-07-17,DD05-012,-300.0,0,-300
SCAH02,201905,2019-07-18,DB05-136,-3990.0,0,-3990
SCAH02,201905,2019-07-18,DB05-137,-8000.0,0,-8000
SCAH02,201905,2019-07-18,DD05-013,-1938.0,0,-1938
SCAH02,201905,2019-07-19,DB05-154,-1600.32,0,-1600
SCAH02,201905,2019-07-23,DD05-015,-4503.0,0,-4502
SCAH02,201905,2019-07-24,DB05-180,-2304.0,0,-2304
SCAH02,201905,2019-07-25,DD05-016,-450.3,0,-450
SCAH02,201905,2019-07-30,DB05-209,-313.6,-5,-313
SCAH02,201905,2019-07-30,DD05-018,-5358.0,0,-5358
SCAH02,201905,2019-07-31,DD05-019,-3236.5,0,-3235
SCAH02,201906,2019-08-01,DD06-001,-780.9,0,-780
SCAH02,201906,2019-08-02,DB06-017,-489.06,0,-489
SCAH02,201906,2019-08-05,DB06-026,-589.14,0,-589
SCAH02,201906,2019-08-05,DB06-030,-2103.3,0,-2103
SCAH02,201906,2019-08-05,DD06-002,-10911.2,0,-10909
SCAH02,201906,2019-08-06,DD06-004,-3049.5,0,-3049
SCAH02,201906,2019-08-07,DB06-036,-444.54,0,-444
SCAH02,201906,2019-08-08,DB06-04,-399.0,0,-399
SCAH02,201906,2019-08-08,DB06-045,-684.0,0,-684
SCAH02,201906,2019-08-12,DD06-005,-114.0,0,-114
SCAH02,201906,2019-08-13,DD03-006,0.0,-392,0
SCAH02,201906,2019-08-13,DD03-020,0.0,-1037,0
SCAH02,201906,2019-08-14,DB06-033,-709.82,-101,-709
SCAH02,201906,2019-08-14,DB06-056,-228.0,0,-228
SCAH02,201906,2019-08-14,DB06-060,-185.15,0,-185
SCAH02,201906,2019-08-14,DB06-062,-1596.0,0,-1596
SCAH02,201906,2019-08-14,DB06-063,-171.0,0,-171
SCAH02,201906,2019-08-14,DB06-064,-398.62,0,-398
SCAH02,201906,2019-08-19,DB06-094,-882.79,-126,-882
SCAH02,201906,2019-08-21,DB06-107,-627.0,0,-627
SCAH02,201906,2019-08-21,DB06-108,-684.0,0,-684
SCAH02,201906,2019-08-23,DB06-120,-285.0,0,-285
SCAH02,201906,2019-08-23,DD06-011,-292.75,0,-292
SCAH02,201906,2019-08-26,DB06-132,-133.38,0,-133
SCAH02,201906,2019-08-26,DB06-136,-270.0,0,-270
SCAH02,201906,2019-08-26,DB06-139,-1824.0,0,-1824
SCAH02,201906,2019-08-26,DB06-140,-4617.0,0,-4617
SCAH02,201906,2019-08-26,DD06-012,-204.36,0,-204
SCAH02,201906,2019-08-27,DB06-142,-2023.5,0,-2023
SCAH02,201906,2019-08-27,DB06-143,-1299.6,0,-1299
SCAH02,201906,2019-08-27,DB06-146,-2251.5,0,-2251
SCAH02,201906,2019-08-27,DB06-153,-2337.0,0,-2337
SCAH02,201906,2019-08-28,DB06-155,-85.5,0,-85
SCAH02,201906,2019-08-28,DB06-160,-2964.0,0,-2964
SCAH02,201906,2019-08-28,DB06-175,-513.0,0,-513
SCAH02,201906,2019-08-28,DD06-013,-1435.5,0,-1435
SCAH02,201906,2019-08-29,DB06-170,-115.0,0,-115
SCAH02,201906,2019-08-30,DB06-186,0.0,-262,0
SCAH02,201906,2019-08-30,DD06-014,-2921.78,0,-2921
SCAH02,201907,2019-09-02,DB07-003,-1008.9,0,-1008
SCAH02,201907,2019-09-02,DD07-001,-795.0,-218,-795
SCAH02,201907,2019-09-03,DB07-011,-912.0,0,-912
SCAH02,201907,2019-09-03,DB07-014,-8475.75,-877,-8475
SCAH02,201907,2019-09-03,DD07-002,-1026.0,0,-1026
SCAH02,201907,2019-09-06,DB07-049,-675.06,-102,-675
SCAH02,201907,2019-09-09,DB07-056,-19494.0,0,-19494
SCAH02,201907,2019-09-11,DB07-054,-427.5,0,-427
SCAH02,201907,2019-09-12,DB07-079,-690.0,0,-690
SCAH02,201907,2019-09-12,DB07-081,-2049.31,-427,-2049
SCAH02,201907,2019-09-14,DB07-088,-540.0,-126,-540
SCAH02,201907,2019-09-14,DB07-089,-792.96,-113,-792
SCAH02,201907,2019-09-16,DB07-094,-387.54,0,-387
SCAH02,201907,2019-09-16,DD07-007,-971.0,0,-971
SCAH02,201907,2019-09-18,DB07-125,-1618.8,0,-1618
SCAH02,201907,2019-09-20,DB07-133,-1824.0,0,-1824
SCAH02,201907,2019-09-20,DD07-008,-2775.9,0,-2775
SCAH02,201907,2019-09-23,DB07-147,-689.7,0,-689
SCAH02,201907,2019-09-25,DB07-152,-906.24,0,-906
SCAH02,201907,2019-09-26,DB07-166,-715.0,-100,-715
SCAH02,201907,2019-09-30,DD07-012,-627.0,0,-627
SCAH02,201908,2019-10-01,DD08-001,-165.3,0,-165
SCAH02,201908,2019-10-02,DD08-014,-3736.05,-522,-3735
SCAH02,201908,2019-10-03,DB08-024,-115.71,0,-115
SCAH02,201908,2019-10-03,DB08-026,-939.1,-77,-939
SCAH02,201908,2019-10-04,DD08-002,-1906.67,0,-1906
SCAH02,201908,2019-10-08,DB08-048,-374.49,-41,-374
SCAH02,201908,2019-10-08,DB08-050,-780.9,0,-780
SCAH02,201908,2019-10-09,DB08-057,-7000.0,0,-7000
SCAH02,201908,2019-10-10,DB08-065,-595.0,-83,-595
SCAH02,201908,2019-10-11,DD08-006,-6583.5,0,-6583
SCAH02,201908,2019-10-14,DD08-007,-1653.0,0,-1653
SCAH02,201908,2019-10-16,DD08-008,0.0,-45,0
SCAH02,201908,2019-10-18,DB08-120,-495.0,-69,-495
SCAH02,201908,2019-10-18,DB08-122,-1140.0,0,-1140
SCAH02,201908,2019-10-18,DD08-009,-4022.55,-694,-4022
SCAH02,201908,2019-10-22,DB08-143,-826.44,0,-826
SCAH02,201908,2019-10-23,DB08-158,-106.02,0,-106
SCAH02,201908,2019-10-23,DD08-012,-27080.0,-150,-27080
SCAH02,201908,2019-10-23,DD08-013,-265.0,-41,-265
SCAH02,201908,2019-10-25,DB08-171,-193.74,0,-193
SCAH02,201908,2019-10-28,DB08-187,-530.1,0,-530
SCAH02,201908,2019-10-28,DD08-011,-907.0,-113,-907
SCAH02,201908,2019-10-29,DB08-194,-1710.0,0,-1710
SCAH02,201908,2019-10-31,DB08-220,-793.01,-113,-793
SCAH02,201908,2019-10-31,DB08-221,-114.0,0,-114
SCAH02,201908,2019-10-31,DB08-224,-294.26,-42,-294
SCAH02,201908,2019-10-31,DD08-016,-5460.6,0,-5460
SCAH02,201909,2019-11-01,DD09-001,-600.0,0,-600
SCAH02,201909,2019-11-04,DB09-018,-780.9,0,-780
SCAH02,201909,2019-11-05,DD09-003,-834.48,0,-834
SCAH02,201909,2019-11-06,DB09-030,-875.3,0,-875
SCAH02,201909,2019-11-11,DB09-049,-906.3,0,-906
SCAH02,201909,2019-11-14,DB09-064,-119.7,0,-119
SCAH02,201909,2019-11-18,DB09-095,-685.0,0,-685
SCAH02,201909,2019-11-20,DB08-136,-390.5,0,-390
SCAH02,201909,2019-11-20,DD09-013,-689.64,0,-689
SCAH02,201909,2019-11-20,IN006189,-1140.0,0,-1140
SCAH02,201909,2019-11-20,TI001606,-9317.22,0,-9317
SCAH02,201909,2019-11-25,DD09-016,-2772.48,0,-2772
SCAH02,201909,2019-11-29,DB09-167,-730.0,-79,-730
SCAH02,201909,2019-11-29,DB09-179,-155.0,0,-155
SCAH02,201909,2019-11-29,DD09-018,-1189.25,0,-1189
SCAH02,201910,2019-12-04,DB10-027,-2535.36,-633,-2535
SCAH02,201910,2019-12-04,ST007479,0.0,-390,0
SCAH02,201910,2019-12-05,DD10-003,-6464.37,0,-6463
SCAH02,201910,2019-12-06,DB12-033,-103.02,-2,-103
SCAH02,201910,2019-12-06,DD10-004,-472.0,0,-472
SCAH02,201910,2019-12-09,DB10-038,-795.0,0,-795
SCAH02,201910,2019-12-12,DB10-055,-1002.49,-240,-1002
SCAH02,201910,2019-12-17,DD10-007,-294.26,-87,-294
SCAH02,201910,2019-12-18,DB12-083,-593.0,-85,-593
SCAH02,201910,2019-12-18,DB12-087,-3000.0,0,-3000
SCAH02,201910,2019-12-19,DB10-117,-364.8,0,-364
SCAH02,201910,2019-12-19,DB10-118,-1291.16,-65,-1291
SCAH02,201910,2019-12-19,DB10-121,-2656.25,-5,-2656
SCAH02,201910,2019-12-20,DB10-130,-65.38,0,-65
SCAH02,201910,2019-12-20,DD10-009,-221.2,0,-221
SCAH02,201910,2019-12-21,DB10-139,-980.0,0,-980
SCAH02,202011,2020-01-06,DB11-009,-1480.0,0,-1480
SCAH02,202011,2020-01-07,DD11-002,-3759.72,0,-3759
SCAH02,202011,2020-01-08,DB11-018,-820.9,0,-820
SCAH02,202011,2020-01-08,DB11-022,-9079.19,0,-9079
SCAH02,202011,2020-01-10,DD11-003,-1140.0,0,-1140
SCAH02,202011,2020-01-24,DB11-123,-2342.07,0,-2342
SCAH02,202011,2020-01-24,DB11-124,-2500.0,0,-2500
SCAH02,202011,2020-01-30,DD11-013,-1695.75,0,-1695
SCAH02,202011,2020-01-31,DB11-181,-2763.02,0,-2763
SCAH02,202011,2020-01-31,DD11-014,-279.7,0,-279
SCAH05,201810,2018-12-10,DB10-074,-1009.0,0,0
SCAS01,201909,2019-11-11,DB09-048,-800.0,0,-800
SCAS01,201910,2019-12-19,DB10-119,-2226.52,0,-2226
SCAS02,201904,2019-06-25,DD04-012,-1000.0,0,-1000
SCAS02,201905,2019-07-25,DD05-016,-2000.0,0,-2000
SCAS02,201906,2019-08-26,DD06-012,-1142.0,0,-1142
SCAS02,201908,2019-10-02,DD08-014,-1111.59,0,-1111
SCAS02,201909,2019-11-25,DD09-016,-1111.59,0,-1111
SDEA01,201906,2019-08-28,DD06-013,-418.38,0,-418
SDEA01,201910,2019-12-19,DD10-008,-132.81,0,-132
SDEM01,201903,2019-05-24,DB03-145,-4319.51,-87,-4319
SDEM01,201906,2019-08-01,DB06-010,-6982.23,0,-6982
SDEM01,201906,2019-08-26,DB06-131,-1309.25,-58,-1309
SDEM01,201907,2019-09-25,DB06-010,0.0,-1686,0
SDEM01,201909,2019-11-25,DB09-129,-959.32,-50,-959
SEAT03,201903,2019-05-17,DB03-101,-70.4,0,-70
SEAT03,201904,2019-06-18,DB04-070,-278.33,0,-278
SEAT03,201908,2019-10-15,DB08-105,-85.5,0,-85
SEAT04,201907,2019-09-10,DD07-003,-1030.34,0,-1030
SEAT04,201908,2019-10-10,DD08-005,-1000.0,0,-1000
SEAT04,201910,2019-12-20,DD10-009,-375.06,0,-375
SEKT03,201910,2019-12-06,DB10-031,-167.52,0,-167
SFOC01,201903,2019-05-31,DB03-198,-278.16,0,-278
SFOC01,201905,2019-07-01,DB05-002,-30715.38,0,-30714
SFOC01,201905,2019-07-30,DB05-210,-158597.94,0,-158597
SFOC01,201907,2019-09-02,DB07-002,-26866.26,0,-26866
SFOC01,201907,2019-09-30,DB07-193,-45.54,0,-45
SFOC01,201908,2019-10-31,DB08-209,-159574.72,0,-159574
SFOC01,201910,2019-12-02,DB10-002,-38387.16,0,-38387
SFOC01,202010,2019-12-31,DB10-167,-18861.24,0,-18861
SHAS01,201904,2019-06-24,DB04-125,-629.7,0,-629
SHAS01,201905,2019-07-31,DB05-224,-600.0,0,-600
SHAS01,201906,2019-08-27,DB06-149,-632.5,0,-632
SHAS03,201904,2019-06-07,DD04-004,0.0,-513,0
SHAS03,201904,2019-06-08,DB04-043,-2154.6,-239,-2154
SHAS03,201905,2019-07-22,DB05-165,-2811.24,-312,-2810
SHAS03,201907,2019-09-17,DB07-116,-594.92,0,-594
SHAS03,201910,2019-12-04,DB10-028,-3500.0,0,-3500
SHAS04,201908,2019-10-03,DB08-025,-150.0,0,-150
SHAS04,201908,2019-10-29,DB08-196,-150.0,0,-150
SHAS04,201909,2019-11-28,DB09-163,-220.0,0,-220
SINI01,201904,2019-06-06,DD04-003,-2749.74,0,-2749
SINI01,201904,2019-06-28,DD04-015,-1128.48,0,-1128
SINI01,201906,2019-08-05,DD06-002,-995.28,0,-995
SINI01,201906,2019-08-26,DD06-012,-1025.94,0,-1025
SINI01,201908,2019-10-04,DB08-033,-1090.58,-57,-1090
SINI01,201910,2019-12-17,DB12-078,-1125.75,0,-1125
SINI02,201905,2019-07-11,DB05-067,-980.4,0,-980
SINI02,201909,2019-11-21,DB09-110,-592.62,0,-592
SJAS01,201906,2019-08-30,DB06-185,-379.05,-19,-379
SKAI01,201903,2019-05-21,DB03-118,-845.88,0,-845
SKAO01,201903,2019-05-13,DB03-050,-2798.7,0,-2798
SKAO01,201904,2019-06-27,DB04-155,-2211.6,0,-2211
SKAO01,201907,2019-09-10,DB07-059,-4000.0,0,-4000
SKAO01,201909,2019-11-05,DB09-020,-4000.0,0,-4000
SKAO01,202011,2020-01-17,DB11-055,-1200.0,0,-1200
SLEE01,202011,2020-01-30,DD11-013,-2297.1,0,-2297
SLEE03,201909,2019-11-26,DD09-017,-1265.4,-126,-1265
SLEH01,201908,2019-10-10,DB08-064,-250.0,0,-250
SLEO01,201905,2019-07-16,DD05-011,-2273.16,0,-2272
SLUT01,201905,2019-07-01,DB05-010,-980.4,0,-980
SMAE01,201905,2019-07-17,DB02-123,0.0,-260,0
SMAE02,201904,2019-06-04,DD04-002,-5684.04,0,-5684
SMAE02,201908,2019-10-10,DB08-068,-4882.0,0,-4882
SMAE03,201905,2019-07-10,DB05-064,-2000.0,0,-2000
SMAE03,201908,2019-10-02,DD08-014,-923.4,0,-923
SMAE03,201908,2019-10-10,DD08-005,-923.4,0,-923
SMAE03,201908,2019-10-18,DD08-009,-923.4,0,-923
SMAE03,201908,2019-10-31,DD08-016,-507.3,0,-507
SMAH01,201905,2019-07-03,DB05-032,-6000.0,0,-6000
SMAH01,201908,2019-10-10,DD08-005,-2779.7,0,-2779
SMAH01,201908,2019-10-21,DD08-010,-2779.7,0,-2779
SMAH01,201909,2019-11-15,DD09-010,-2779.7,0,-2779
SMAH01,201910,2019-12-12,DB12-061,-1664.0,0,-1664
SMAT02,201903,2019-05-30,DB03-194,-3829.03,-425,-3829
SMAT02,201906,2019-08-19,DB06-102,0.0,-63,0
SMAT02,201907,2019-09-23,DB07-151,-8125.92,-902,-8125
SMAT02,201908,2019-10-22,DB08-144,-2611.17,-290,-2611
SMAT02,201909,2019-11-26,DB09-147,-4009.38,-499,-4009
SMAT02,201910,2019-12-19,DB10-124,-3612.09,-412,-3612
SMIT01,201905,2019-07-04,DD05-004,-855.56,0,-854
SMIT01,201905,2019-07-22,DD05-014,0.0,-44,0
SMIT01,201906,2019-08-26,DD06-012,-39.9,0,-39
SMOW01,201907,2019-09-23,DD07-009,-173.28,0,-173
SMTH01,201904,2019-06-05,DB04-023,-15000.0,0,-15000
SMTH01,201904,2019-06-28,DB04-181,-30000.0,0,-30000
SMTH01,201905,2019-07-25,DB05-189,-20000.0,0,-20000
SMTH01,201906,2019-08-16,DB06-069,-11849.56,0,-11849
SMTH01,201909,2019-11-18,DB09-093,-262.22,0,-262
SMTH01,202011,2020-01-24,DB11-118,-8000.0,0,-8000
SNTA01,201903,2019-05-06,DB03-018,-4156.46,0,-4156
SNTA01,201906,2019-08-01,DB06-001,-469.9,0,-469
SNTA01,201908,2019-10-30,DD08-015,-1594.06,0,-1594
SNTA01,201909,2019-11-29,DD09-018,-1881.0,0,-1881
SNTH01,201905,2019-07-04,DB05-038,-10581.48,-168,-10580
SNTH01,201908,2019-10-11,DB08-070,-1479.66,0,-1479
